Type,ambient_cabinet_temp_k,processing_unit_temp_k,cooling_fan_speed_rpm,mechanical_load_nm,component_wear_min,equipment_failure,component_wear_failure,thermal_dissipation_failure,power_delivery_failure,overload_stress_failure,random_node_failure,failure_type,temp_delta_k,cabinet_temp_c,processing_temp_c,estimated_power_load,wear_load_interaction,thermal_stress_index,cooling_efficiency_index,speed_torque_ratio
M,303.0,312.5,1524,42.1,76,0,0,0,0,0,0,none,9.5,29.850000000000023,39.35000000000002,6.718366492146597,3199.6,399.95,4.87679998439424,36.1995240807714
M,302.9,312.5,1679,30.9,79,0,0,0,0,0,0,none,9.600000000000023,29.75,39.35000000000002,5.432575916230366,2441.1,296.64000000000067,5.37279998280704,54.33656782082305
M,302.9,312.6,1394,46.4,82,0,0,0,0,0,0,none,9.700000000000045,29.75,39.450000000000045,6.772942408376963,3804.7999999999997,450.0800000000021,4.459372986374366,30.0431028007952
L,302.9,312.5,1683,32.1,85,0,0,0,0,0,0,none,9.600000000000023,29.75,39.35000000000002,5.656994764397906,2728.5,308.16000000000076,5.38559998276608,52.4299049087257
L,303.0,312.5,1626,30.5,87,0,0,0,0,0,0,none,9.5,29.850000000000023,39.35000000000002,5.192984293193717,2653.5,289.75,5.20319998334976,53.311473661918896
H,303.0,312.5,1698,30.0,89,0,0,0,0,0,0,none,9.5,29.850000000000023,39.35000000000002,5.334031413612565,2670.0,285.0,5.43359998261248,56.59999811333339
M,303.0,312.6,1392,42.9,94,0,0,0,0,0,0,none,9.600000000000023,29.850000000000023,39.450000000000045,6.253068062827225,4032.6,411.84000000000094,4.4529750337396825,32.447551691199266
L,303.1,312.7,1353,51.8,97,0,0,0,0,0,0,none,9.599999999999966,29.950000000000045,39.55000000000001,7.338785340314136,5024.599999999999,497.2799999999982,4.326830814432904,26.11969061544999
M,303.0,312.7,1426,46.8,99,0,0,0,0,0,0,none,9.699999999999989,29.850000000000023,39.55000000000001,6.988146596858639,4633.2,453.95999999999947,4.560281405307703,30.470084819015284
L,303.0,312.7,2024,19.9,102,0,0,0,0,0,0,none,9.699999999999989,29.850000000000023,39.55000000000001,4.217549738219895,2029.8,193.02999999999977,6.472657478501255,101.70853760258605
M,303.0,312.8,1648,32.1,104,0,0,0,0,0,0,none,9.800000000000011,29.850000000000023,39.650000000000034,5.539350785340314,3338.4,314.5800000000004,5.268542182645326,51.33956226356504
L,303.1,312.9,1511,40.1,107,0,0,0,0,0,0,none,9.799999999999955,29.950000000000045,39.75,6.344617801047121,4290.7,392.9799999999982,4.829018840431388,37.68079706531678
L,303.1,312.8,1465,44.1,109,0,0,0,0,0,0,none,9.699999999999989,29.950000000000045,39.650000000000034,6.765078534031414,4806.900000000001,427.7699999999995,4.683503821344297,33.21995389523914
L,303.0,312.7,1551,41.8,111,0,0,0,0,0,0,none,9.699999999999989,29.850000000000023,39.55000000000001,6.788670157068062,4639.799999999999,405.4599999999995,4.960025567764549,37.10526227020904
L,303.1,312.8,2329,15.1,113,0,0,0,0,0,0,none,9.699999999999989,29.950000000000045,39.650000000000034,3.682502617801047,1706.3,146.46999999999983,7.445652150109807,154.2384003815629
H,303.1,312.8,1435,41.9,115,0,0,0,0,0,0,none,9.699999999999989,29.950000000000045,39.650000000000034,6.295968586387435,4818.5,406.4299999999995,4.587595893262161,34.248209206486656
L,303.0,312.7,1361,48.8,120,0,0,0,0,0,0,none,9.699999999999989,29.850000000000023,39.55000000000001,6.954638743455497,5856.0,473.35999999999945,4.352414440830143,27.889343690792142
M,303.0,312.7,1553,35.8,122,0,0,0,0,0,0,none,9.699999999999989,29.850000000000023,39.55000000000001,5.82171727748691,4367.599999999999,347.2599999999996,4.966421474363859,43.37988705642774
L,303.0,312.6,1451,42.1,125,0,0,0,0,0,0,none,9.600000000000023,29.850000000000023,39.450000000000045,6.396554973821989,5262.5,404.160000000001,4.6417146364628445,34.46555737611503
L,303.0,312.5,1461,40.2,127,0,0,0,0,0,0,none,9.5,29.850000000000023,39.35000000000002,6.149968586387435,5105.400000000001,381.90000000000003,4.67519998503936,36.34328267802779
M,303.1,312.6,1895,23.5,129,0,0,0,0,0,0,none,9.5,29.950000000000045,39.450000000000045,4.663089005235602,3031.5,223.25,6.062060121362571,80.63829444092363
M,303.1,312.6,1567,32.9,132,0,0,0,0,0,0,none,9.5,29.950000000000045,39.450000000000045,5.3983560209424075,4342.8,312.55,5.012795889274485,47.62917788361162
M,303.0,312.5,1602,33.7,135,0,0,0,0,0,0,none,9.5,29.850000000000023,39.35000000000002,5.653130890052356,4549.5,320.15000000000003,5.12639998359552,47.53709057753441
L,303.1,312.6,1514,42.1,138,0,0,0,0,0,0,none,9.5,29.950000000000045,39.450000000000045,6.674282722513089,5809.8,399.95,4.843250144455373,35.961994395202034
L,303.1,312.5,1453,49.1,140,0,0,0,0,0,0,none,9.399999999999977,29.950000000000045,39.35000000000002,7.470397905759163,6874.0,461.5399999999989,4.64959998512128,29.592667421737936
M,303.0,312.4,1526,36.1,142,0,0,0,0,0,0,none,9.399999999999977,29.850000000000023,39.25,5.768439790575916,5126.2,339.3399999999992,4.884763108563499,42.27146697308956
M,302.9,312.3,1339,52.1,145,0,0,0,0,0,0,none,9.400000000000034,29.75,39.150000000000034,7.304910994764398,7554.5,489.74000000000177,4.287544014449106,25.700575322445772
L,302.9,312.3,1889,22.8,148,0,0,0,0,0,0,none,9.400000000000034,29.75,39.150000000000034,4.50986387434555,3374.4,214.3200000000008,6.048671130167559,82.8508735591722
L,302.9,312.4,1561,34.8,150,0,0,0,0,0,0,none,9.5,29.75,39.25,5.688251308900523,5220.0,330.59999999999997,4.99679895967734,44.856320550105735
M,302.9,312.4,1659,33.1,152,0,0,0,0,0,0,none,9.5,29.75,39.25,5.7500418848167545,5031.2,314.45,5.310499342796097,50.12084440722525
L,302.9,312.4,1424,49.5,155,0,0,0,0,0,0,none,9.5,29.75,39.25,7.3809424083769635,7672.5,470.25,4.558258628174588,28.767676186511594
M,302.9,312.3,1426,44.7,157,0,0,0,0,0,0,none,9.400000000000034,29.75,39.150000000000034,6.674575916230367,7017.900000000001,420.18000000000154,4.566122303662753,31.901565281844178
L,302.9,312.4,1383,51.4,160,0,0,0,0,0,0,none,9.5,29.75,39.25,7.44358115183246,8224.0,488.3,4.427016631155517,26.906614262517234
L,302.8,312.3,1764,29.9,162,0,0,0,0,0,0,none,9.5,29.650000000000034,39.150000000000034,5.522890052356021,4843.8,284.05,5.648414967504275,58.996653545262426
M,302.7,312.2,1439,42.5,164,0,0,0,0,0,0,none,9.5,29.55000000000001,39.05000000000001,6.403926701570681,6970.0,403.75,4.609224841097935,33.858822732733586
M,302.7,312.2,1585,35.5,167,0,0,0,0,0,0,none,9.5,29.55000000000001,39.05000000000001,5.891884816753927,5928.5,337.25,5.076873782585286,44.64788606625673
L,302.7,312.3,1346,61.2,170,0,0,0,0,0,1,random_node_failure,9.600000000000023,29.55000000000001,39.150000000000034,8.625675392670157,10404.0,587.5200000000015,4.309958359558251,21.99346369291726
L,302.8,312.3,1386,57.8,172,0,0,0,0,0,0,none,9.5,29.650000000000034,39.150000000000034,8.388565445026178,9941.6,549.1,4.438040331610502,23.979238339459545
L,302.7,312.2,1369,51.8,174,0,0,0,0,0,0,none,9.5,29.55000000000001,39.05000000000001,7.4255706806282715,9013.199999999999,492.09999999999997,4.3850095951793415,26.42857091836736
M,302.7,312.1,1378,46.9,176,0,0,0,0,0,0,none,9.400000000000034,29.55000000000001,38.950000000000045,6.767350785340314,8254.4,440.8600000000016,4.41525150780118,29.38166248653172
L,302.7,312.2,1336,46.8,179,0,0,0,0,0,0,none,9.5,29.55000000000001,39.05000000000001,6.54709947643979,8377.199999999999,444.59999999999997,4.2793081221034335,28.547007937029747
M,302.6,312.1,1445,42.0,181,0,0,0,0,0,0,none,9.5,29.450000000000045,38.950000000000045,6.354973821989529,7602.0,399.0,4.629926290836506,34.40476108560093
L,302.7,312.1,1763,26.5,184,0,0,0,0,0,0,none,9.400000000000034,29.55000000000001,38.950000000000045,4.892094240837697,4876.0,249.1000000000009,5.648830484944471,66.52829937629059
L,302.7,312.2,1611,34.1,186,0,0,0,0,0,0,none,9.5,29.55000000000001,39.05000000000001,5.752366492146598,6342.6,323.95,5.160153731069335,47.24340037409383
M,302.7,312.1,1564,32.1,188,0,0,0,0,0,0,none,9.400000000000034,29.55000000000001,38.950000000000045,5.257005235602095,6034.8,301.7400000000011,5.01121433831716,48.722739915179446
H,302.7,312.1,1478,36.0,191,0,0,0,0,0,0,none,9.400000000000034,29.55000000000001,38.950000000000045,5.57151832460733,6876.0,338.4000000000012,4.735661631734502,41.05555441512349
L,302.6,312.0,1781,28.5,196,0,0,0,0,0,0,none,9.399999999999977,29.450000000000045,38.85000000000002,5.315026178010471,5586.0,267.89999999999935,5.708333315037393,62.491225877500845
L,302.6,312.1,1782,26.8,198,0,0,0,0,0,0,none,9.5,29.450000000000045,38.950000000000045,5.000795811518325,5306.400000000001,254.6,5.709708408491802,66.4925348323681
M,302.6,312.1,2000,21.9,200,0,0,0,0,0,0,none,9.5,29.450000000000045,38.950000000000045,4.5863874345549736,4380.0,208.04999999999998,6.408202478666444,91.32419674318737
M,302.5,312.0,1826,25.3,203,0,0,0,0,0,0,none,9.5,29.350000000000023,38.85000000000002,4.837465968586388,5135.900000000001,240.35,5.852564083805884,72.17391019075453
L,302.6,312.1,1344,51.0,206,0,0,0,0,0,0,none,9.5,29.450000000000045,38.950000000000045,7.17738219895288,10506.0,484.5,4.3063120656638505,26.352940659746263
L,302.6,312.2,1520,43.0,208,0,0,0,0,0,0,none,9.599999999999966,29.450000000000045,39.05000000000001,6.843979057591623,8944.0,412.79999999999853,4.868673911375164,35.34883638723637
M,302.6,312.1,1611,39.9,210,0,0,0,0,0,0,none,9.5,29.450000000000045,38.950000000000045,6.730774869109947,8379.0,379.05,5.161807096565822,40.37593883769577
L,302.7,312.2,1450,52.1,213,1,0,0,0,1,0,overload_stress_failure,9.5,29.55000000000001,39.05000000000001,7.9104712041884815,11097.300000000001,494.95,4.644458665456571,27.831093515717974
L,302.6,312.1,1499,35.0,215,0,0,0,0,0,1,random_node_failure,9.5,29.450000000000045,38.950000000000045,5.493717277486911,7525.0,332.5,4.8029477577605,42.828570204898
L,302.6,312.1,1288,68.5,0,1,0,0,1,0,0,power_delivery_failure,9.5,29.450000000000045,38.950000000000045,9.238534031413613,0.0,650.75,4.12688239626119,18.802919433534022
M,302.7,312.2,1350,58.6,2,0,0,0,0,0,0,none,9.5,29.55000000000001,39.05000000000001,8.283769633507854,117.2,556.7,4.324151171287152,23.03754226898392
M,302.9,312.4,1334,50.9,5,0,0,0,0,0,0,none,9.5,29.75,39.25,7.110010471204188,254.5,483.55,4.270166439596139,26.208250958580532
L,302.8,312.4,1376,57.1,8,0,0,0,0,0,0,none,9.599999999999966,29.650000000000034,39.25,8.227183246073299,456.8,548.159999999998,4.404609460932749,24.09807313313357
L,302.8,312.4,1368,49.5,10,0,0,0,0,0,0,none,9.599999999999966,29.650000000000034,39.25,7.090680628272251,495.0,475.19999999999834,4.379001266392442,27.63636307805327
H,302.9,312.5,1357,55.0,12,0,0,0,0,0,1,random_node_failure,9.600000000000023,29.75,39.35000000000002,7.815183246073299,660.0,528.0000000000013,4.34239998610432,24.67272682413224
M,302.9,312.5,1924,24.0,17,0,0,0,0,0,0,none,9.600000000000023,29.75,39.35000000000002,4.835183246073298,408.0,230.40000000000055,6.15679998029824,80.16666332638903
M,302.9,312.5,1551,40.0,20,0,0,0,0,0,0,none,9.600000000000023,29.75,39.35000000000002,6.496335078534031,800.0,384.0000000000009,4.96319998411776,38.774999030625025
M,302.9,312.5,1903,21.2,23,0,0,0,0,0,0,none,9.600000000000023,29.75,39.35000000000002,4.224460732984293,487.59999999999997,203.52000000000046,6.08959998051328,89.76414670923836
H,302.9,312.3,1417,48.7,26,0,0,0,0,0,0,none,9.400000000000034,29.75,39.150000000000034,7.225958115183247,1266.2,457.7800000000017,4.537303859950996,29.09650864278216
L,302.7,312.1,1601,35.2,31,0,0,0,0,0,0,none,9.400000000000034,29.55000000000001,38.950000000000045,5.901068062827226,1091.2,330.88000000000125,5.129766084172489,45.48295325332519
L,302.7,312.1,1543,37.5,33,0,0,0,0,0,0,none,9.400000000000034,29.55000000000001,38.950000000000045,6.05890052356021,1237.5,352.50000000000125,4.943928212291162,41.146665569422254
L,302.6,312.1,1439,52.3,35,0,0,0,0,0,0,none,9.5,29.450000000000045,38.950000000000045,7.880596858638743,1830.5,496.84999999999997,4.610701683400507,27.51433981808146
H,302.6,312.0,1657,29.3,37,0,0,0,0,0,0,none,9.399999999999977,29.450000000000045,38.85000000000002,5.083780104712042,1084.1000000000001,275.41999999999933,5.310897418875329,56.55289909375771
L,302.8,312.2,1458,51.0,42,0,0,0,0,0,0,none,9.399999999999977,29.650000000000034,39.05000000000001,7.786178010471204,2142.0,479.39999999999884,4.670083264990124,28.588234733564025
L,302.8,312.2,1746,27.4,44,0,0,0,0,0,0,none,9.399999999999977,29.650000000000034,39.05000000000001,5.009465968586387,1205.6,257.5599999999994,5.5925688481980504,63.72262541158302
L,302.9,312.2,1677,30.5,46,0,0,0,0,0,0,none,9.300000000000011,29.75,39.05000000000001,5.35586387434555,1403.0,283.6500000000003,5.371556677221151,54.983604754635905
L,302.8,312.1,1520,39.9,48,0,0,0,0,0,0,none,9.300000000000011,29.650000000000034,38.950000000000045,6.350575916230366,1915.1999999999998,371.07000000000045,4.870233883786498,38.09523714047025
L,302.9,312.2,1367,55.1,50,0,0,0,0,0,0,none,9.300000000000011,29.75,39.05000000000001,7.887089005235602,2755.0,512.4300000000006,4.378603445295953,24.80943693630786
L,302.8,312.2,1509,36.5,52,0,0,0,0,0,1,random_node_failure,9.399999999999977,29.650000000000034,39.05000000000001,5.7673821989528795,1898.0,343.09999999999917,4.833440087016528,41.3424646207544
L,302.8,312.1,1418,51.4,54,0,0,0,0,0,0,none,9.300000000000011,29.650000000000034,38.950000000000045,7.631958115183246,2775.6,478.02000000000055,4.54341555737451,27.58754810140957
L,302.8,312.1,1958,20.3,56,0,0,0,0,0,0,none,9.300000000000011,29.650000000000034,38.950000000000045,4.162031413612565,1136.8,188.79000000000025,6.27363022661445,96.45319721905432
L,302.8,312.2,1682,30.9,58,0,0,0,0,0,0,none,9.399999999999977,29.650000000000034,39.05000000000001,5.442282722513089,1792.1999999999998,290.4599999999993,5.387572051929622,54.43365519632184
M,302.8,312.2,1452,50.3,60,0,0,0,0,0,0,none,9.399999999999977,29.650000000000034,39.05000000000001,7.647706806282722,3018.0,472.81999999999886,4.650864815339959,28.86679863087876
L,302.7,312.0,1828,24.0,63,0,0,0,0,0,0,none,9.300000000000011,29.55000000000001,38.85000000000002,4.59392670157068,1512.0,223.20000000000027,5.858974340195595,76.16666349305568
H,302.7,312.0,1484,41.5,65,0,0,0,0,0,0,none,9.300000000000011,29.55000000000001,38.85000000000002,6.448795811518325,2697.5,385.9500000000005,4.7564102411653515,35.759035282914816
L,302.6,312.0,1674,32.2,70,0,0,0,0,0,0,none,9.399999999999977,29.450000000000045,38.85000000000002,5.644272251308901,2254.0,302.67999999999927,5.36538459818787,51.98757602523056
L,302.6,311.9,1448,49.5,72,0,0,0,0,0,0,none,9.299999999999955,29.450000000000045,38.75,7.5053403141361255,3564.0,460.34999999999775,4.64251361127761,29.25252466156516
M,302.5,311.8,2023,19.1,74,0,0,0,0,0,0,none,9.300000000000011,29.350000000000023,38.650000000000034,4.046,1413.4,177.63000000000022,6.488133398049604,105.91622482114005
L,302.5,311.9,1452,47.4,77,0,0,0,0,0,0,none,9.399999999999977,29.350000000000023,38.75,7.206785340314137,3649.7999999999997,445.5599999999989,4.6553382345131835,30.632910746141125
M,302.6,312.0,1496,45.0,79,0,0,0,0,0,0,none,9.399999999999977,29.450000000000045,38.85000000000002,7.049214659685864,3555.0,422.999999999999,4.794871779503616,33.24444370567903
L,302.6,311.9,1397,46.9,82,0,0,0,0,0,0,none,9.299999999999955,29.450000000000045,38.75,6.860659685863874,3845.7999999999997,436.16999999999786,4.478999665024047,29.786779748682736
L,302.6,311.9,1453,39.1,84,0,0,0,0,0,0,none,9.299999999999955,29.450000000000045,38.75,5.948931937172775,3284.4,363.62999999999823,4.658544390322077,37.16112436928071
M,302.5,311.9,1524,34.8,86,0,0,0,0,0,0,none,9.399999999999977,29.350000000000023,38.75,5.553424083769634,2992.7999999999997,327.1199999999992,4.886181452753506,43.79310218985339
L,302.6,311.9,1633,30.9,89,0,0,0,0,0,0,none,9.299999999999955,29.450000000000045,38.75,5.283738219895287,2750.1,287.3699999999986,5.235652435922884,52.84789472984159
M,302.6,312.0,1363,45.7,91,0,0,0,0,0,0,none,9.399999999999977,29.450000000000045,38.85000000000002,6.52241884816754,4158.7,429.57999999999896,4.368589729587853,29.824944642780206
L,302.5,311.9,1520,44.9,94,0,0,0,0,0,0,none,9.399999999999977,29.350000000000023,38.75,7.146387434554974,4220.599999999999,422.059999999999,4.873356829517933,33.85300592754998
M,302.5,311.9,1532,38.8,96,0,0,0,0,0,0,none,9.399999999999977,29.350000000000023,38.75,6.224251308900524,3724.7999999999997,364.7199999999991,4.911830699224653,39.484535064831576
L,302.4,311.8,1384,50.9,99,0,0,0,0,0,0,none,9.400000000000034,29.25,38.650000000000034,7.376502617801046,5039.099999999999,478.46000000000174,4.438742769599926,27.190569210401392
M,302.4,311.8,1539,39.9,101,0,0,0,0,0,0,none,9.400000000000034,29.25,38.650000000000034,6.429958115183246,4029.8999999999996,375.06000000000137,4.935856302322462,38.57142760472613
M,302.3,311.8,1355,50.1,104,0,0,0,0,0,0,none,9.5,29.150000000000034,38.650000000000034,7.108429319371727,5210.400000000001,475.95,4.345734431219581,27.04590764379426
M,302.3,311.7,1504,37.3,107,0,0,0,0,0,0,none,9.399999999999977,29.150000000000034,38.55000000000001,5.874261780104712,3991.1,350.61999999999915,4.825152374638588,40.321714736683255
L,302.4,311.8,1476,46.6,110,0,0,0,0,0,0,none,9.400000000000034,29.25,38.650000000000034,7.202261780104712,5126.0,438.0400000000016,4.7338037051513675,31.673819062793584
L,302.4,311.7,1721,26.9,112,0,0,0,0,0,0,none,9.300000000000011,29.25,38.55000000000001,4.847633507853403,3012.7999999999997,250.1700000000003,5.521334598904926,63.97769278893335
M,302.3,311.7,1494,37.1,114,0,0,0,0,0,0,none,9.399999999999977,29.150000000000034,38.55000000000001,5.803916230366492,4229.400000000001,348.73999999999916,4.793070244488065,40.26954069354338
L,302.3,311.7,1465,43.5,117,0,0,0,0,0,0,none,9.399999999999977,29.150000000000034,38.55000000000001,6.6730366492146596,5089.5,408.899999999999,4.700032067051549,33.678160145329656
M,302.3,311.8,1363,54.0,119,1,0,0,0,0,0,none,9.5,29.150000000000034,38.650000000000034,7.707015706806283,6426.0,513.0,4.371391903876228,25.240740273319627
L,302.4,311.8,1648,30.0,122,0,0,0,0,0,0,none,9.400000000000034,29.25,38.650000000000034,5.17696335078534,3660.0,282.000000000001,5.285439367269277,54.93333150222228
M,302.3,311.8,1879,23.0,124,0,0,0,0,0,0,none,9.5,29.150000000000034,38.650000000000034,4.525340314136126,2852.0,218.5,6.026298890229959,81.69564862192831
H,302.3,311.7,1482,39.0,127,0,0,0,0,0,0,none,9.399999999999977,29.150000000000034,38.55000000000001,6.0521465968586385,4953.0,366.5999999999991,4.754571688307438,37.99999902564105
L,302.4,311.8,1493,38.4,132,0,0,0,0,0,0,none,9.400000000000034,29.25,38.650000000000034,6.003267015706806,5068.8,360.9600000000013,4.788325834546742,38.880207320827935
L,302.4,311.8,1433,42.2,134,0,0,0,0,0,0,none,9.400000000000034,29.25,38.650000000000034,6.3322094240837705,5654.8,396.6800000000015,4.59589478962189,33.957345166887556
L,302.3,311.7,1400,41.6,136,0,0,0,0,0,0,none,9.399999999999977,29.150000000000034,38.55000000000001,6.098429319371728,5657.6,391.03999999999905,4.4914982210731536,33.65384534485949
L,302.4,311.8,1255,59.0,138,0,0,0,0,0,0,none,9.400000000000034,29.25,38.650000000000034,7.7534031413612565,8142.0,554.600000000002,4.025016023011494,21.271186080149388
L,302.2,311.7,1471,45.6,140,0,0,0,0,0,0,none,9.5,29.05000000000001,38.55000000000001,7.023832460732985,6384.0,433.2,4.719281345141863,32.25877122239537
H,302.2,311.6,1357,44.2,142,0,0,0,0,0,0,none,9.400000000000034,29.05000000000001,38.450000000000045,6.280565445026178,6276.400000000001,415.48000000000155,4.354942219656796,30.701356771462518
L,302.3,311.7,1453,41.2,147,0,0,0,0,0,0,none,9.399999999999977,29.150000000000034,38.55000000000001,6.268439790575917,6056.400000000001,387.27999999999906,4.661533510870923,35.26698943526725
M,302.3,311.7,1540,28.9,149,0,0,0,0,0,0,none,9.399999999999977,29.150000000000034,38.55000000000001,4.660314136125654,4306.099999999999,271.65999999999934,4.9406480431804685,53.28719538798632
L,302.3,311.8,1605,35.2,152,0,0,0,0,0,0,none,9.5,29.150000000000034,38.650000000000034,5.915811518324608,5350.400000000001,334.40000000000003,5.1475304517398,45.59658961373325
H,302.3,311.9,1374,52.4,154,0,0,0,0,0,0,none,9.599999999999966,29.150000000000034,38.75,7.539015706806282,8069.599999999999,503.0399999999982,4.4052580814195,26.221373545393636
M,302.3,311.9,1508,42.3,159,0,0,0,0,0,0,none,9.599999999999966,29.150000000000034,38.75,6.679413612565445,6725.7,406.0799999999985,4.834882959811212,35.65011736051733
H,302.4,311.9,1366,47.3,162,0,0,0,0,0,0,none,9.5,29.25,38.75,6.765633507853403,7662.599999999999,449.34999999999997,4.379608834948353,28.879491989862753
H,302.5,312.0,1579,35.7,167,0,0,0,0,0,0,none,9.5,29.350000000000023,38.85000000000002,5.902649214659686,5961.900000000001,339.15000000000003,5.0608974196766106,44.22969063782379
L,302.5,311.9,1306,59.7,172,0,0,0,0,0,1,random_node_failure,9.399999999999977,29.350000000000023,38.75,8.164209424083769,10268.4,561.1799999999987,4.18723948641475,21.87604653473959
M,302.5,312.0,1521,40.2,174,0,0,0,0,0,0,none,9.5,29.350000000000023,38.85000000000002,6.402534031413613,6994.8,381.90000000000003,4.874999984375,37.835819954332834
L,302.5,312.0,1411,44.2,177,0,0,0,0,0,0,none,9.5,29.350000000000023,38.85000000000002,6.530492146596859,7823.400000000001,419.90000000000003,4.52243588294091,31.92307620083538
H,302.5,312.0,1357,42.0,179,0,0,0,0,0,0,none,9.5,29.350000000000023,38.85000000000002,5.967958115183246,7518.0,399.0,4.349358960418721,32.30952304024945
M,302.5,312.0,1436,43.5,184,0,0,0,0,0,0,none,9.5,29.350000000000023,38.85000000000002,6.540942408376964,8004.0,413.25,4.602564087812294,33.01149349398866
L,302.5,311.9,1553,40.1,187,0,0,0,0,0,0,none,9.399999999999977,29.350000000000023,38.75,6.5209738219895295,7498.7,376.9399999999991,4.9791599712114145,38.72817858533221
M,302.5,312.0,1451,43.2,189,0,0,0,0,0,0,none,9.5,29.350000000000023,38.85000000000002,6.563685863874346,8164.8,410.40000000000003,4.650641010735125,33.58796218546384
L,302.4,311.9,1541,37.9,192,0,0,0,0,0,0,none,9.5,29.25,38.75,6.115591623036648,7276.799999999999,360.05,4.940686101504694,40.659629534046715
M,302.3,311.7,1341,46.3,194,0,0,0,0,0,0,none,9.399999999999977,29.150000000000034,38.55000000000001,6.501392670157068,8982.199999999999,435.21999999999895,4.3022136531850705,28.96328231180816
L,302.3,311.7,1648,32.1,197,0,0,0,0,0,0,none,9.399999999999977,29.150000000000034,38.55000000000001,5.539350785340314,6323.700000000001,301.73999999999927,5.287135048806111,51.33956226356504
M,302.3,311.7,1640,31.5,199,0,0,0,0,0,0,none,9.399999999999977,29.150000000000034,38.55000000000001,5.4094240837696335,6268.5,296.0999999999993,5.261469344685693,52.063490410682846
L,302.4,311.8,1416,46.1,202,0,0,0,0,0,0,none,9.400000000000034,29.25,38.650000000000034,6.835350785340314,9312.2,433.34000000000157,4.541372660226514,30.71583447471075
L,302.4,311.9,1671,29.9,204,0,0,0,0,0,0,none,9.5,29.25,38.75,5.2317172774869105,6099.599999999999,284.05,5.357486356660833,55.886285756311516
L,302.4,312.0,1457,45.5,206,0,0,0,0,0,0,none,9.600000000000023,29.25,38.85000000000002,6.9417277486910995,9373.0,436.80000000000103,4.669871779904257,32.0219773181983
M,302.5,312.0,1445,54.8,0,0,0,0,0,0,0,none,9.5,29.350000000000023,38.85000000000002,8.2917277486911,0.0,520.6,4.631410241565993,26.36861265750707
L,302.5,312.1,1534,38.6,3,0,0,0,0,0,0,none,9.600000000000023,29.350000000000023,38.950000000000045,6.200251308900524,115.80000000000001,370.5600000000009,4.9150913011371635,39.74093161292923
L,302.4,312.0,1508,36.9,5,0,0,0,0,0,0,none,9.600000000000023,29.25,38.85000000000002,5.826722513089005,184.5,354.2400000000008,4.8333333178418805,40.86720756457432
M,302.4,312.1,1492,47.7,7,0,0,0,0,0,0,none,9.700000000000045,29.25,38.950000000000045,7.452188481675393,333.90000000000003,462.6900000000022,4.780519049085168,31.278825340066554
L,302.4,312.0,1562,37.9,10,0,0,0,0,0,0,none,9.600000000000023,29.25,38.85000000000002,6.198931937172774,379.0,363.8400000000008,5.00641024036407,41.21371922918947
L,302.4,312.0,1545,36.4,12,0,0,0,0,0,0,none,9.600000000000023,29.25,38.85000000000002,5.8887958115183245,436.79999999999995,349.4400000000008,4.951923061051529,42.44505377898204
L,302.5,312.2,1738,25.3,14,0,0,0,0,0,0,none,9.699999999999989,29.350000000000023,39.05000000000001,4.604335078534032,354.2,245.4099999999997,5.566944248664496,68.69564945866998
L,302.4,312.0,1305,49.1,16,0,0,0,0,0,0,none,9.600000000000023,29.25,38.85000000000002,6.709476439790576,785.6,471.36000000000115,4.182692294286243,26.578410863983486
H,302.4,312.0,1477,39.7,18,0,0,0,0,0,0,none,9.600000000000023,29.25,38.85000000000002,6.1399895287958115,714.6,381.1200000000009,4.733974343801364,37.204029289571054
H,302.4,312.0,1457,43.4,23,0,0,0,0,0,0,none,9.600000000000023,29.25,38.85000000000002,6.621340314136125,998.1999999999999,416.64000000000095,4.669871779904257,33.57142779789337
L,302.4,312.1,1455,40.4,28,0,0,0,0,0,0,none,9.700000000000045,29.25,38.950000000000045,6.155183246073299,1131.2,391.8800000000018,4.661967303229838,36.01485059369182
L,302.5,312.2,1574,38.7,30,0,0,0,0,0,0,none,9.699999999999989,29.350000000000023,39.05000000000001,6.3784083769633515,1161.0,375.3899999999996,5.04163995822665,40.67183357437123
L,302.6,312.2,1695,27.1,32,0,0,0,0,0,0,none,9.599999999999966,29.450000000000045,39.05000000000001,4.809895287958115,867.2,260.1599999999991,5.429212026171647,62.54612315327958
M,302.6,312.2,1458,38.8,34,0,0,0,0,0,0,none,9.599999999999966,29.450000000000045,39.05000000000001,5.923602094240837,1319.1999999999998,372.47999999999865,4.670083264990124,37.57731861914128
M,302.5,312.1,1454,47.6,37,0,0,0,0,0,0,none,9.600000000000023,29.350000000000023,38.950000000000045,7.247162303664922,1761.2,456.9600000000011,4.658763201990506,30.546217845667694
L,302.5,312.0,2052,18.9,40,0,0,0,0,0,0,none,9.5,29.350000000000023,38.85000000000002,4.06102617801047,756.0,179.54999999999998,6.576923055843196,108.57142282690884
L,302.5,312.0,1673,29.9,42,0,0,0,0,0,0,none,9.5,29.350000000000023,38.85000000000002,5.237979057591622,1255.8,284.05,5.3621794699930145,55.95317538618143
L,302.4,311.9,1578,29.9,44,0,0,0,0,0,0,none,9.5,29.25,38.75,4.940544502617801,1315.6,284.05,5.059313866433749,52.775917967360606
M,302.5,312.0,1642,29.1,46,0,0,0,0,0,0,none,9.5,29.350000000000023,38.85000000000002,5.003371727748692,1338.6000000000001,276.45,5.262820495952498,56.42611489944622
